11 20:38:15,117 - SplitNNServer - INFO - 35140 - phase=train acc=0.9776234567901234 loss=0.026239952072501183 epoch=1 and step=80
2022-03-11 20:46:04,521 - SplitNNServer - INFO - 35140 - phase=train acc=0.984375 loss=0.03588011860847473 epoch=2 and step=40
2022-03-11 20:46:11,968 - SplitNNServer - INFO - 35140 - phase=train acc=0.9833504098360656 loss=0.06275776773691177 epoch=2 and step=60
2022-03-11 20:46:19,121 - SplitNNServer - INFO - 35140 - phase=train acc=0.9826388888888888 loss=0.04733520746231079 epoch=2 and step=80
2022-03-11 20:46:26,250 - SplitNNServer - INFO - 35140 - phase=train acc=0.9822091584158416 loss=0.15547215938568115 epoch=2 and step=100
2022-03-11 20:46:33,764 - SplitNNServer - INFO - 35140 - phase=train acc=0.9816632231404959 loss=0.053970929235219955 epoch=2 and step=120
2022-03-11 20:46:41,024 - SplitNNServer - INFO - 35140 - phase=train acc=0.9817154255319149 loss=0.006074118427932262 epoch=2 and step=140
2022-03-11 20:46:48,754 - SplitNNServer - INFO - 35140 - phase=train acc=0.9811723602484472 loss=0.16662514209747314 epoch=2 and step=160
2022-03-11 20:46:55,650 - SplitNNServer - INFO - 35140 - phase=train acc=0.9816988950276243 loss=0.05036001279950142 epoch=2 and step=180
2022-03-11 20:47:02,244 - SplitNNServer - INFO - 35140 - phase=train acc=0.9818874378109452 loss=0.03994349390268326 epoch=2 and step=200
2022-03-11 20:47:09,780 - SplitNNServer - INFO - 35140 - phase=train acc=0.982183257918552 loss=0.026168962940573692 epoch=2 and step=220
2022-03-11 20:47:16,991 - SplitNNServer - INFO - 35140 - phase=train acc=0.9819761410788381 loss=0.10027031600475311 epoch=2 and step=240
2022-03-11 20:47:23,907 - SplitNNServer - INFO - 35140 - phase=train acc=0.9816810344827587 loss=0.14583627879619598 epoch=2 and step=260
2022-03-11 20:47:31,178 - SplitNNServer - INFO - 35140 - phase=train acc=0.9815391459074733 loss=0.018463900312781334 epoch=2 and step=280
2022-03-11 20:47:38,343 - SplitNNServer - INFO - 35140 - phase=train acc=0.9815199335548173 loss=0.028992785140872 epoch=2 and step=300
2022-03-11 20:48:31,509 - SplitNNServer - INFO - 35140 - worker=1 phase=validation acc=0.9813034188034188 loss=0.020019134815702583 epoch=3 server_send=0 server_receive=7536 and step=468
2022-03-11 20:48:31,817 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.017498772591352463 epoch=3 and step=0
2022-03-11 20:48:39,331 - SplitNNServer - INFO - 35140 - phase=train acc=0.9888392857142857 loss=0.011415263637900352 epoch=3 and step=20
2022-03-11 20:48:46,557 - SplitNNServer - INFO - 35140 - phase=train acc=0.984375 loss=0.12905527651309967 epoch=3 and step=40
2022-03-11 20:48:53,108 - SplitNNServer - INFO - 35140 - phase=train acc=0.9825819672131147 loss=0.03503116965293884 epoch=3 and step=60
2022-03-11 20:49:00,558 - SplitNNServer - INFO - 35140 - phase=train acc=0.9807098765432098 loss=0.11813190579414368 epoch=3 and step=80
2022-03-11 20:49:08,024 - SplitNNServer - INFO - 35140 - phase=train acc=0.9798886138613861 loss=0.008208162151277065 epoch=3 and step=100
2022-03-11 20:49:15,812 - SplitNNServer - INFO - 35140 - phase=train acc=0.9805010330578512 loss=0.1247929260134697 epoch=3 and step=120
2022-03-11 20:49:23,325 - SplitNNServer - INFO - 35140 - phase=train acc=0.9810505319148937 loss=0.049931369721889496 epoch=3 and step=140
2022-03-11 20:49:29,674 - SplitNNServer - INFO - 35140 - phase=train acc=0.9819487577639752 loss=0.023833949118852615 epoch=3 and step=160
2022-03-11 20:49:37,131 - SplitNNServer - INFO - 35140 - phase=train acc=0.9816988950276243 loss=0.05286767706274986 epoch=3 and step=180
2022-03-11 20:49:44,925 - SplitNNServer - INFO - 35140 - phase=train acc=0.9818097014925373 loss=0.03341474384069443 epoch=3 and step=200
2022-03-11 20:49:52,145 - SplitNNServer - INFO - 35140 - phase=train acc=0.9819711538461539 loss=0.04658447578549385 epoch=3 and step=220
2022-03-11 20:49:59,871 - SplitNNServer - INFO - 35140 - phase=train acc=0.9823003112033195 loss=0.0065278662368655205 epoch=3 and step=240
2022-03-11 20:50:06,110 - SplitNNServer - INFO - 35140 - phase=train acc=0.9818606321839081 loss=0.22357439994812012 epoch=3 and step=260
2022-03-11 20:50:12,955 - SplitNNServer - INFO - 35140 - phase=train acc=0.9822064056939501 loss=0.13152214884757996 epoch=3 and step=280
2022-03-11 20:50:20,458 - SplitNNServer - INFO - 35140 - phase=train acc=0.9817275747508306 loss=0.05362918972969055 epoch=3 and step=300
2022-03-11 20:51:13,669 - SplitNNServer - INFO - 35140 - worker=2 phase=validation acc=0.9816038995726496 loss=0.019147081960054338 epoch=3 server_send=0 server_receive=7536 and step=468
2022-03-11 20:51:13,974 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.012835045345127583 epoch=3 and step=0
2022-03-11 20:51:21,431 - SplitNNServer - INFO - 35140 - phase=train acc=0.984375 loss=0.04475260153412819 epoch=3 and step=20
2022-03-11 20:51:28,625 - SplitNNServer - INFO - 35140 - phase=train acc=0.9862804878048781 loss=0.06179776415228844 epoch=3 and step=40
2022-03-11 20:51:34,928 - SplitNNServer - INFO - 35140 - phase=train acc=0.9846311475409836 loss=0.18571487069129944 epoch=3 and step=60
2022-03-11 20:51:42,422 - SplitNNServer - INFO - 35140 - phase=train acc=0.9857253086419753 loss=0.06700494140386581 epoch=3 and step=80
2022-03-11 20:51:49,588 - SplitNNServer - INFO - 35140 - phase=train acc=0.9859220297029703 loss=0.011526946909725666 epoch=3 and step=100
2022-03-11 20:51:56,766 - SplitNNServer - INFO - 35140 - phase=train acc=0.9865702479338843 loss=0.008336572907865047 epoch=3 and step=120
2022-03-11 20:52:03,904 - SplitNNServer - INFO - 35140 - phase=train acc=0.9865913120567376 loss=0.03189724683761597 epoch=3 and step=140
2022-03-11 20:52:12,658 - SplitNNServer - INFO - 35140 - phase=train acc=0.9864130434782609 loss=0.007975436747074127 epoch=3 and step=160
2022-03-11 20:52:20,106 - SplitNNServer - INFO - 35140 - phase=train acc=0.9860151933701657 loss=0.09425149857997894 epoch=3 and step=180
2022-03-11 20:52:26,665 - SplitNNServer - INFO - 35140 - phase=train acc=0.9862406716417911 loss=0.19524073600769043 epoch=3 and step=200
2022-03-11 20:52:34,143 - SplitNNServer - INFO - 35140 - phase=train acc=0.9858597285067874 loss=0.054580703377723694 epoch=3 and step=220
2022-03-11 20:52:41,286 - SplitNNServer - INFO - 35140 - phase=train acc=0.9857365145228216 loss=0.035566747188568115 epoch=3 and step=240
2022-03-11 20:52:49,647 - SplitNNServer - INFO - 35140 - phase=train acc=0.9858117816091954 loss=0.021802889183163643 epoch=3 and step=260
2022-03-11 20:52:56,247 - SplitNNServer - INFO - 35140 - phase=train acc=0.9862099644128114 loss=0.002052935305982828 epoch=3 and step=280
2022-03-11 20:53:04,956 - SplitNNServer - INFO - 35140 - phase=train acc=0.9861918604651163 loss=0.03602905571460724 epoch=3 and step=300
2022-03-11 20:53:56,978 - SplitNNServer - INFO - 35140 - worker=3 phase=validation acc=0.9857104700854701 loss=0.01575248223420763 epoch=3 server_send=0 server_receive=7536 and step=468
2022-03-11 20:53:57,288 - SplitNNServer - INFO - 35140 - phase=train acc=0.96875 loss=0.061564963310956955 epoch=3 and step=0
2022-03-11 20:54:04,440 - SplitNNServer - INFO - 35140 - phase=train acc=0.9836309523809523 loss=0.013623520731925964 epoch=3 and step=20
2022-03-11 20:54:11,004 - SplitNNServer - INFO - 35140 - phase=train acc=0.9813262195121951 loss=0.07443800568580627 epoch=3 and step=40
2022-03-11 20:54:18,534 - SplitNNServer - INFO - 35140 - phase=train acc=0.9828381147540983 loss=0.06304848194122314 epoch=3 and step=60
2022-03-11 20:54:25,809 - SplitNNServer - INFO - 35140 - phase=train acc=0.9851466049382716 loss=0.006078300066292286 epoch=3 and step=80
2022-03-11 20:54:33,807 - SplitNNServer - INFO - 35140 - phase=train acc=0.9854579207920792 loss=0.042063478380441666 epoch=3 and step=100
2022-03-11 20:54:42,020 - SplitNNServer - INFO - 35140 - phase=train acc=0.9854080578512396 loss=0.04399736225605011 epoch=3 and step=120
2022-03-11 20:54:49,251 - SplitNNServer - INFO - 35140 - phase=train acc=0.9859264184397163 loss=0.018591508269309998 epoch=3 and step=140
2022-03-11 20:54:57,355 - SplitNNServer - INFO - 35140 - phase=train acc=0.9856366459627329 loss=0.13404028117656708 epoch=3 and step=160
2022-03-11 20:55:05,505 - SplitNNServer - INFO - 35140 - phase=train acc=0.9856698895027625 loss=0.02724948711693287 epoch=3 and step=180
2022-03-11 20:55:13,076 - SplitNNServer - INFO - 35140 - phase=train acc=0.9860851990049752 loss=0.011100145988166332 epoch=3 and step=200
2022-03-11 20:55:21,218 - SplitNNServer - INFO - 35140 - phase=train acc=0.9863546380090498 loss=0.05129898339509964 epoch=3 and step=220
2022-03-11 20:55:27,670 - SplitNNServer - INFO - 35140 - phase=train acc=0.9858661825726142 loss=0.09084193408489227 epoch=3 and step=240
2022-03-11 20:55:35,283 - SplitNNServer - INFO - 35140 - phase=train acc=0.9854525862068966 loss=0.1283002495765686 epoch=3 and step=260
2022-03-11 20:55:42,443 - SplitNNServer - INFO - 35140 - phase=train acc=0.986154359430605 loss=0.013760569505393505 epoch=3 and step=280
2022-03-11 20:55:49,328 - SplitNNServer - INFO - 35140 - phase=train acc=0.9860880398671097 loss=0.06048216298222542 epoch=3 and step=300
2022-03-11 20:56:43,346 - SplitNNServer - INFO - 35140 - worker=1 phase=validation acc=0.9856770833333334 loss=0.016255003256128088 epoch=4 server_send=0 server_receive=7536 and step=468
2022-03-11 20:56:43,651 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.0052073244005441666 epoch=4 and step=0
2022-03-11 20:56:51,508 - SplitNNServer - INFO - 35140 - phase=train acc=0.9761904761904762 loss=0.15682178735733032 epoch=4 and step=20
2022-03-11 20:56:58,734 - SplitNNServer - INFO - 35140 - phase=train acc=0.9817073170731707 loss=0.0627194419503212 epoch=4 and step=40
2022-03-11 20:57:05,276 - SplitNNServer - INFO - 35140 - phase=train acc=0.9818135245901639 loss=0.003464301349595189 epoch=4 and step=60
2022-03-11 20:57:12,766 - SplitNNServer - INFO - 35140 - phase=train acc=0.9826388888888888 loss=0.18171077966690063 epoch=4 and step=80
2022-03-11 20:57:19,617 - SplitNNServer - INFO - 35140 - phase=train acc=0.9826732673267327 loss=0.014565209858119488 epoch=4 and step=100
2022-03-11 20:57:27,115 - SplitNNServer - INFO - 35140 - phase=train acc=0.9832128099173554 loss=0.04533393681049347 epoch=4 and step=120
2022-03-11 20:57:33,376 - SplitNNServer - INFO - 35140 - phase=train acc=0.9844858156028369 loss=0.012331243604421616 epoch=4 and step=140
2022-03-11 20:57:40,849 - SplitNNServer - INFO - 35140 - phase=train acc=0.9851513975155279 loss=0.09850979596376419 epoch=4 and step=160
2022-03-11 20:57:48,334 - SplitNNServer - INFO - 35140 - phase=train acc=0.98541091160221 loss=0.005792598240077496 epoch=4 and step=180
2022-03-11 20:57:55,783 - SplitNNServer - INFO - 35140 - phase=train acc=0.9853855721393034 loss=0.023750020191073418 epoch=4 and step=200
2022-03-11 20:58:03,865 - SplitNNServer - INFO - 35140 - phase=train acc=0.985435520361991 loss=0.11633193492889404 epoch=4 and step=220
2022-03-11 20:58:11,008 - SplitNNServer - INFO - 35140 - phase=train acc=0.9857365145228216 loss=0.010777043178677559 epoch=4 and step=240
2022-03-11 20:58:17,916 - SplitNNServer - INFO - 35140 - phase=train acc=0.9863505747126436 loss=0.015033919364213943 epoch=4 and step=260
2022-03-11 20:58:25,731 - SplitNNServer - INFO - 35140 - phase=train acc=0.9863767793594306 loss=0.06505731493234634 epoch=4 and step=280
2022-03-11 20:58:34,118 - SplitNNServer - INFO - 35140 - phase=train acc=0.9865033222591362 loss=0.03716558590531349 epoch=4 and step=300
2022-03-11 20:59:26,346 - SplitNNServer - INFO - 35140 - worker=2 phase=validation acc=0.9850761217948718 loss=0.019548920264039933 epoch=4 server_send=0 server_receive=7536 and step=468
2022-03-11 20:59:26,653 - SplitNNServer - INFO - 35140 - phase=train acc=0.984375 loss=0.02727053500711918 epoch=4 and step=0
2022-03-11 20:59:33,819 - SplitNNServer - INFO - 35140 - phase=train acc=0.9880952380952381 loss=0.11332961171865463 epoch=4 and step=20
2022-03-11 20:59:41,572 - SplitNNServer - INFO - 35140 - phase=train acc=0.9900914634146342 loss=0.01805882155895233 epoch=4 and step=40
2022-03-11 20:59:49,092 - SplitNNServer - INFO - 35140 - phase=train acc=0.9905225409836066 loss=0.06531273573637009 epoch=4 and step=60
2022-03-11 20:59:55,375 - SplitNNServer - INFO - 35140 - phase=train acc=0.9905478395061729 loss=0.028513455763459206 epoch=4 and step=80
2022-03-11 21:00:02,830 - SplitNNServer - INFO - 35140 - phase=train acc=0.9911819306930693 loss=0.011667107231914997 epoch=4 and step=100
2022-03-11 21:00:10,272 - SplitNNServer - INFO - 35140 - phase=train acc=0.9914772727272727 loss=0.003831499954685569 epoch=4 and step=120
2022-03-11 21:00:18,337 - SplitNNServer - INFO - 35140 - phase=train acc=0.9901374113475178 loss=0.010945199988782406 epoch=4 and step=140
2022-03-11 21:00:25,809 - SplitNNServer - INFO - 35140 - phase=train acc=0.9897127329192547 loss=0.11223556101322174 epoch=4 and step=160
2022-03-11 21:00:32,080 - SplitNNServer - INFO - 35140 - phase=train acc=0.9897272099447514 loss=0.0030746604315936565 epoch=4 and step=180
2022-03-11 21:00:39,270 - SplitNNServer - INFO - 35140 - phase=train acc=0.9899720149253731 loss=0.0022843091282993555 epoch=4 and step=200
2022-03-11 21:00:46,432 - SplitNNServer - INFO - 35140 - phase=train acc=0.9897483031674208 loss=0.04306846484541893 epoch=4 and step=220
2022-03-11 21:00:53,664 - SplitNNServer - INFO - 35140 - phase=train acc=0.9894320539419087 loss=0.02474917285144329 epoch=4 and step=240
2022-03-11 21:01:01,756 - SplitNNServer - INFO - 35140 - phase=train acc=0.9889846743295019 loss=0.06605390459299088 epoch=4 and step=260
2022-03-11 21:01:08,115 - SplitNNServer - INFO - 35140 - phase=train acc=0.9889346085409253 loss=0.013515429571270943 epoch=4 and step=280
2022-03-11 21:01:15,600 - SplitNNServer - INFO - 35140 - phase=train acc=0.9889431063122923 loss=0.03362935781478882 epoch=4 and step=300
2022-03-11 21:02:08,889 - SplitNNServer - INFO - 35140 - worker=3 phase=validation acc=0.9875467414529915 loss=0.016127056672000133 epoch=4 server_send=0 server_receive=7536 and step=468
2022-03-11 21:02:09,197 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.005822281818836927 epoch=4 and step=0
2022-03-11 21:02:16,638 - SplitNNServer - INFO - 35140 - phase=train acc=0.9918154761904762 loss=0.008612562902271748 epoch=4 and step=20
2022-03-11 21:02:23,813 - SplitNNServer - INFO - 35140 - phase=train acc=0.991234756097561 loss=0.023025857284665108 epoch=4 and step=40
2022-03-11 21:02:31,020 - SplitNNServer - INFO - 35140 - phase=train acc=0.9907786885245902 loss=0.014621883630752563 epoch=4 and step=60
2022-03-11 21:02:38,226 - SplitNNServer - INFO - 35140 - phase=train acc=0.9913194444444444 loss=0.04952891916036606 epoch=4 and step=80
2022-03-11 21:02:45,677 - SplitNNServer - INFO - 35140 - phase=train acc=0.9911819306930693 loss=0.04083619639277458 epoch=4 and step=100
2022-03-11 21:02:52,845 - SplitNNServer - INFO - 35140 - phase=train acc=0.9910898760330579 loss=0.018752185627818108 epoch=4 and step=120
2022-03-11 21:03:00,944 - SplitNNServer - INFO - 35140 - phase=train acc=0.9910239361702128 loss=0.002692421432584524 epoch=4 and step=140
2022-03-11 21:03:07,544 - SplitNNServer - INFO - 35140 - phase=train acc=0.9905861801242236 loss=0.0018911592196673155 epoch=4 and step=160
2022-03-11 21:03:15,018 - SplitNNServer - INFO - 35140 - phase=train acc=0.9908494475138122 loss=0.026143362745642662 epoch=4 and step=180
2022-03-11 21:03:22,162 - SplitNNServer - INFO - 35140 - phase=train acc=0.9911380597014925 loss=0.015278740786015987 epoch=4 and step=200
2022-03-11 21:03:29,594 - SplitNNServer - INFO - 35140 - phase=train acc=0.9910209276018099 loss=0.1453568935394287 epoch=4 and step=220
2022-03-11 21:03:36,762 - SplitNNServer - INFO - 35140 - phase=train acc=0.9901452282157677 loss=0.04588017240166664 epoch=4 and step=240
2022-03-11 21:03:44,237 - SplitNNServer - INFO - 35140 - phase=train acc=0.9897030651340997 loss=0.014149577356874943 epoch=4 and step=260
2022-03-11 21:03:52,409 - SplitNNServer - INFO - 35140 - phase=train acc=0.9896018683274022 loss=0.004505741409957409 epoch=4 and step=280
2022-03-11 21:03:59,875 - SplitNNServer - INFO - 35140 - phase=train acc=0.9895660299003323 loss=0.008302386850118637 epoch=4 and step=300
2022-03-11 21:04:51,838 - SplitNNServer - INFO - 35140 - worker=1 phase=validation acc=0.9864449786324786 loss=0.02118977763172404 epoch=5 server_send=0 server_receive=7536 and step=468
2022-03-11 21:04:52,145 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.006641981657594442 epoch=5 and step=0
2022-03-11 21:04:59,546 - SplitNNServer - INFO - 35140 - phase=train acc=0.9895833333333334 loss=0.05199793726205826 epoch=5 and step=20
2022-03-11 21:05:08,326 - SplitNNServer - INFO - 35140 - phase=train acc=0.9904725609756098 loss=0.06856106966733932 epoch=5 and step=40
2022-03-11 21:05:15,261 - SplitNNServer - INFO - 35140 - phase=train acc=0.9912909836065574 loss=0.009963099844753742 epoch=5 and step=60
2022-03-11 21:05:22,740 - SplitNNServer - INFO - 35140 - phase=train acc=0.9907407407407407 loss=0.044538963586091995 epoch=5 and step=80
2022-03-11 21:05:29,141 - SplitNNServer - INFO - 35140 - phase=train acc=0.9904084158415841 loss=0.10687875002622604 epoch=5 and step=100
2022-03-11 21:05:36,630 - SplitNNServer - INFO - 35140 - phase=train acc=0.9899276859504132 loss=0.016972016543149948 epoch=5 and step=120
2022-03-11 21:05:43,514 - SplitNNServer - INFO - 35140 - phase=train acc=0.9898049645390071 loss=0.05256923288106918 epoch=5 and step=140
2022-03-11 21:05:51,576 - SplitNNServer - INFO - 35140 - phase=train acc=0.9896156832298136 loss=0.09416230767965317 epoch=5 and step=160
2022-03-11 21:05:59,039 - SplitNNServer - INFO - 35140 - phase=train acc=0.9899861878453039 loss=0.04129685088992119 epoch=5 and step=180
2022-03-11 21:06:06,533 - SplitNNServer - INFO - 35140 - phase=train acc=0.990127487562189 loss=0.010102968662977219 epoch=5 and step=200
2022-03-11 21:06:13,980 - SplitNNServer - INFO - 35140 - phase=train acc=0.9898897058823529 loss=0.01992107555270195 epoch=5 and step=220
2022-03-11 21:06:20,889 - SplitNNServer - INFO - 35140 - phase=train acc=0.9897562240663901 loss=0.06968625634908676 epoch=5 and step=240
2022-03-11 21:06:27,490 - SplitNNServer - INFO - 35140 - phase=train acc=0.9898227969348659 loss=0.08322728425264359 epoch=5 and step=260
2022-03-11 21:06:35,573 - SplitNNServer - INFO - 35140 - phase=train acc=0.9898798932384342 loss=0.006101629231125116 epoch=5 and step=280
2022-03-11 21:06:43,021 - SplitNNServer - INFO - 35140 - phase=train acc=0.9899294019933554 loss=0.005610027350485325 epoch=5 and step=300
2022-03-11 21:07:35,971 - SplitNNServer - INFO - 35140 - worker=2 phase=validation acc=0.9883814102564102 loss=0.016599073195394363 epoch=5 server_send=0 server_receive=7536 and step=468
2022-03-11 21:07:36,280 - SplitNNServer - INFO - 35140 - phase=train acc=1.0 loss=0.00036105350591242313 epoch=5 and step=0
2022-03-11 21:07:43,805 - SplitNNServer - INFO - 35140 - phase=train acc=0.984375 loss=0.019331464543938637 epoch=5 and step=20
2022-03-11 21:07:51,047 - SplitNNServer - INFO - 35140 - phase=train acc=0.9870426829268293 loss=0.0105991680175066 epoch=5 and step=40
2022-03-11 21:07:57,615 - SplitNNServer - INFO - 35140 - phase=train acc=0.9894979508196722 loss=0.009911131113767624 epoch=5 and step=60
2022-03-11 21:08:05,331 - SplitNNServer - INFO - 35140 - phase=train acc=0.9909336419753086 loss=0.0018281482625752687 epoch=5 and step=80
2022-03-11 21:08:13,380 - SplitNNServer - INFO - 35140 - phase=train acc=0.9908725247524752 loss=0.004326203837990761 epoch=5 and step=100
2022-03-11 21:08:21,297 - SplitNNServer - INFO - 35140 - phase=train acc=0.9909607438016529 loss=0.010238714516162872 epoch=5 and step=120
2022-03-11 21:08:28,513 - SplitNNServer - INFO - 35140 - phase=train acc=0.9909131205673759 loss=0.02374688722193241 epoch=5 and step=140
